State,n_allschools,dsug_allschools,gr_allschools,avgtf_allschools,n_public,dsug_public,gr_public,avgtf_public,n_private,dsug_private,gr_private,avgtf_private,n_4yr,dsug_4yr,gr_4yr,avgtf_4yr,n_not4yr,dsug_not4yr,gr_not4yr,avgtf_not4yr,n_public4yr,dsug_public4yr,gr_public4yr,avgtf_public4yr,n_private4yr,dsug_private4yr,gr_private4yr,avgtf_private4yr
NATIONAL,6272,17701757,6007917,12591,2812,13285744,2888983,7094,3460,4416013,3118934,29188,3007,11718556,6007801,15945,3265,5983201,116,6028,1126,8070467,2888867,9043,1881,3648089,3118934,31248
