State,avg_bal,med_bal,avg_inc,med_inc,avg_dti,med_dti,avg_bal_label,med_bal_label,avg_inc_label,med_inc_label,pct_bal_grt,avg_bal_sh_obal,med_bal_sh_obal,pct_bal_grt_label,avg_bal_sh_obal_label,med_bal_sh_obal_label,avg_bal_ASIAN,med_bal_ASIAN,avg_inc_ASIAN,med_inc_ASIAN,avg_dti_ASIAN,med_dti_ASIAN,avg_bal_label_ASIAN,med_bal_label_ASIAN,avg_inc_label_ASIAN,med_inc_label_ASIAN,pct_bal_grt_ASIAN,avg_bal_sh_obal_ASIAN,med_bal_sh_obal_ASIAN,pct_bal_grt_label_ASIAN,avg_bal_sh_obal_label_ASIAN,med_bal_sh_obal_label_ASIAN,avg_bal_BLACK,med_bal_BLACK,avg_inc_BLACK,med_inc_BLACK,avg_dti_BLACK,med_dti_BLACK,avg_bal_label_BLACK,med_bal_label_BLACK,avg_inc_label_BLACK,med_inc_label_BLACK,pct_bal_grt_BLACK,avg_bal_sh_obal_BLACK,med_bal_sh_obal_BLACK,pct_bal_grt_label_BLACK,avg_bal_sh_obal_label_BLACK,med_bal_sh_obal_label_BLACK,avg_bal_LATINO,med_bal_LATINO,avg_inc_LATINO,med_inc_LATINO,avg_dti_LATINO,med_dti_LATINO,avg_bal_label_LATINO,med_bal_label_LATINO,avg_inc_label_LATINO,med_inc_label_LATINO,pct_bal_grt_LATINO,avg_bal_sh_obal_LATINO,med_bal_sh_obal_LATINO,pct_bal_grt_label_LATINO,avg_bal_sh_obal_label_LATINO,med_bal_sh_obal_label_LATINO,avg_bal_NATVAM,med_bal_NATVAM,avg_inc_NATVAM,med_inc_NATVAM,avg_dti_NATVAM,med_dti_NATVAM,avg_bal_label_NATVAM,med_bal_label_NATVAM,avg_inc_label_NATVAM,med_inc_label_NATVAM,pct_bal_grt_NATVAM,avg_bal_sh_obal_NATVAM,med_bal_sh_obal_NATVAM,pct_bal_grt_label_NATVAM,avg_bal_sh_obal_label_NATVAM,med_bal_sh_obal_label_NATVAM,avg_bal_WHITE,med_bal_WHITE,avg_inc_WHITE,med_inc_WHITE,avg_dti_WHITE,med_dti_WHITE,avg_bal_label_WHITE,med_bal_label_WHITE,avg_inc_label_WHITE,med_inc_label_WHITE,pct_bal_grt_WHITE,avg_bal_sh_obal_WHITE,med_bal_sh_obal_WHITE,pct_bal_grt_label_WHITE,avg_bal_sh_obal_label_WHITE,med_bal_sh_obal_label_WHITE
NATIONAL,34135.5528877967,19097,76569.6800839619,60000,0.47,0.3,"$34,136","$19,097","$76,570","$60,000",0.537404362136509,1.00173901248744,1,53.79%,100.21%,99.99%,41123.5449232586,20294.5,83409.6785671925,66000,0.51,0.31,"$41,124","$20,294","$83,410","$66,000",0.486963926095125,0.93643118466899,1,48.73%,93.61%,99.99%,33337.2525566782,19535,61882.5300895234,51000,0.53,0.37,"$33,337","$19,535","$61,883","$51,000",0.67174802997426,1.08890940841055,1.0433,67.21%,108.90%,104.28%,28080.9581679389,14354,68468.6415181671,54000,0.42,0.26,"$28,081","$14,354","$68,469","$54,000",0.556014628637734,1.02043715365239,1.0078,55.55%,102.08%,100.76%,19277.5620915033,10330,60813.8925294889,50000,0.31,0.2,"$19,278","$10,330","$60,814","$50,000",0.574159292035398,0.963807692307692,1,57.42%,96.36%,99.99%,35192.1194074465,19971,79944.6976443676,63000,0.46,0.3,"$35,192","$19,971","$79,945","$63,000",0.515300888769606,0.983882434589157,1,51.48%,98.34%,99.99%
