STATEFP,State,ZCTA,n_allschools,dsug_allschools,gr_allschools,avgtf_allschools,n_public,dsug_public,gr_public,avgtf_public,n_private,dsug_private,gr_private,avgtf_private,n_4yr,dsug_4yr,gr_4yr,avgtf_4yr,n_not4yr,dsug_not4yr,gr_not4yr,avgtf_not4yr,n_public4yr,dsug_public4yr,gr_public4yr,avgtf_public4yr
01,AL,35004,14,34350,13432,12260,5,21694,10652,7454,9,12656,2780,20499,7,26351,13432,14020,7,7999,0,6463,1,15072,10652,8568
01,AL,35005,13,37299,13414,11367,5,26023,10652,7060,8,11276,2762,21308,6,24971,13414,14028,7,12328,0,5978,1,15072,10652,8568
01,AL,35006,11,32066,13414,12391,3,20790,10652,7554,8,11276,2762,21308,6,24971,13414,14028,5,7095,0,6629,1,15072,10652,8568
01,AL,35007,13,36631,13898,12051,5,25355,11136,7935,8,11276,2762,21308,7,27436,13898,13999,6,9195,0,6239,2,17537,11136,9291
01,AL,35010,3,5129,0,4868,3,5129,0,4868,No Campuses within 45 minutes,,,,No Campuses within 45 minutes,,,,3,5129,0,4868,No Campuses within 45 minutes,,,
01,AL,35013,1,2100,0,4920,1,2100,0,4920,No Campuses within 45 minutes,,,,No Campuses within 45 minutes,,,,1,2100,0,4920,No Campuses within 45 minutes,,,
01,AL,35014,5,4446,18,7703,4,3066,0,4920,1,1380,18,13886,1,1380,18,13886,4,3066,0,4920,No Campuses within 45 minutes,,,
01,AL,35016,5,13949,1099,7037,4,13819,1099,6989,1,130,0,12150,1,5517,1099,10024,4,8432,0,5082,1,5517,1099,10024
01,AL,35019,1,5444,0,4860,1,5444,0,4860,No Campuses within 45 minutes,,,,No Campuses within 45 minutes,,,,1,5444,0,4860,No Campuses within 45 minutes,,,
01,AL,35020,12,34166,13414,11932,4,22890,10652,7313,8,11276,2762,21308,6,24971,13414,14028,6,9195,0,6239,1,15072,10652,8568
01,AL,35022,13,36631,13898,12051,5,25355,11136,7935,8,11276,2762,21308,7,27436,13898,13999,6,9195,0,6239,2,17537,11136,9291
01,AL,35023,12,34166,13414,11932,4,22890,10652,7313,8,11276,2762,21308,6,24971,13414,14028,6,9195,0,6239,1,15072,10652,8568
01,AL,35031,4,9641,0,5070,3,9511,0,4973,1,130,0,12150,No Campuses within 45 minutes,,,,4,9641,0,5070,No Campuses within 45 minutes,,,
01,AL,35032,3,2024,18,11033,2,644,0,4920,1,1380,18,13886,1,1380,18,13886,2,644,0,4920,No Campuses within 45 minutes,,,
01,AL,35033,2,8577,0,4989,2,8577,0,4989,No Campuses within 45 minutes,,,,No Campuses within 45 minutes,,,,2,8577,0,4989,No Campuses within 45 minutes,,,
01,AL,35034,5,40840,7865,10995,4,40044,7865,10987,1,796,0,11392,3,36225,7865,11757,2,4615,0,5011,2,35429,7865,11765
01,AL,35035,4,6884,484,8293,3,6665,484,8171,1,219,0,12000,1,2465,484,13710,3,4419,0,5271,1,2465,484,13710
01,AL,35036,13,37299,13414,11367,5,26023,10652,7060,8,11276,2762,21308,6,24971,13414,14028,7,12328,0,5978,1,15072,10652,8568
01,AL,35040,13,35309,13898,11955,6,25677,11136,7897,7,9632,2762,22775,6,25792,13898,14081,7,9517,0,6194,2,17537,11136,9291
01,AL,35042,6,42940,7865,10698,5,42144,7865,10685,1,796,0,11392,3,36225,7865,11757,3,6715,0,4983,2,35429,7865,11765
01,AL,35043,13,34853,13898,12415,5,23577,11136,8162,8,11276,2762,21308,7,27436,13898,13999,6,7417,0,6555,2,17537,11136,9291
01,AL,35044,8,12575,2978,16627,5,7309,484,7884,3,5266,2494,28761,3,7512,2978,24311,5,5063,0,5226,1,2465,484,13710
01,AL,35045,8,13832,6561,9912,6,13102,6561,9669,2,730,0,14281,3,10054,6561,11074,5,3778,0,6820,3,10054,6561,11074
01,AL,35046,9,10444,5997,9463,6,9511,5997,8932,3,933,0,14872,2,6141,5997,11077,7,4303,0,7158,2,6141,5997,11077
01,AL,35049,2,7544,0,4877,2,7544,0,4877,No Campuses within 45 minutes,,,,No Campuses within 45 minutes,,,,2,7544,0,4877,No Campuses within 45 minutes,,,
01,AL,35051,13,35309,13898,11955,6,25677,11136,7897,7,9632,2762,22775,6,25792,13898,14081,7,9517,0,6194,2,17537,11136,9291
01,AL,35052,14,34354,13432,12026,6,22653,10652,7361,8,11701,2780,21057,7,26351,13432,14020,7,8003,0,5459,1,15072,10652,8568
01,AL,35053,2,8577,0,4989,2,8577,0,4989,No Campuses within 45 minutes,,,,No Campuses within 45 minutes,,,,2,8577,0,4989,No Campuses within 45 minutes,,,
01,AL,35054,7,22371,10937,8796,5,18775,10652,7865,2,3596,285,13657,3,18668,10937,9548,4,3703,0,5005,1,15072,10652,8568
01,AL,35055,2,9848,0,4896,2,9848,0,4896,No Campuses within 45 minutes,,,,No Campuses within 45 minutes,,,,2,9848,0,4896,No Campuses within 45 minutes,,,
01,AL,35057,3,12981,0,4973,3,12981,0,4973,No Campuses within 45 minutes,,,,No Campuses within 45 minutes,,,,3,12981,0,4973,No Campuses within 45 minutes,,,
01,AL,35058,2,9848,0,4896,2,9848,0,4896,No Campuses within 45 minutes,,,,No Campuses within 45 minutes,,,,2,9848,0,4896,No Campuses within 45 minutes,,,
01,AL,35060,12,34166,13414,11932,4,22890,10652,7313,8,11276,2762,21308,6,24971,13414,14028,6,9195,0,6239,1,15072,10652,8568
01,AL,35061,12,34166,13414,11932,4,22890,10652,7313,8,11276,2762,21308,6,24971,13414,14028,6,9195,0,6239,1,15072,10652,8568
01,AL,35062,11,33099,13414,12185,3,21823,10652,7472,8,11276,2762,21308,6,24971,13414,14028,5,8128,0,6525,1,15072,10652,8568
01,AL,35063,6,28687,10919,8591,3,23649,10652,7270,3,5038,267,14793,4,20110,10919,10128,2,8577,0,4989,1,15072,10652,8568
01,AL,35064,12,34166,13414,11932,4,22890,10652,7313,8,11276,2762,21308,6,24971,13414,14028,6,9195,0,6239,1,15072,10652,8568
01,AL,35068,14,39399,13414,11024,6,28123,10652,6900,8,11276,2762,21308,6,24971,13414,14028,8,14428,0,5824,1,15072,10652,8568
01,AL,35070,1,5444,0,4860,1,5444,0,4860,No Campuses within 45 minutes,,,,No Campuses within 45 minutes,,,,1,5444,0,4860,No Campuses within 45 minutes,,,
01,AL,35071,14,42743,13414,10538,6,31467,10652,6679,8,11276,2762,21308,6,24971,13414,14028,8,17772,0,5636,1,15072,10652,8568
01,AL,35072,4,2346,18,10194,3,966,0,4920,1,1380,18,13886,1,1380,18,13886,3,966,0,4920,No Campuses within 45 minutes,,,
01,AL,35073,13,37299,13414,11367,5,26023,10652,7060,8,11276,2762,21308,6,24971,13414,14028,7,12328,0,5978,1,15072,10652,8568
01,AL,35074,9,16325,267,8624,3,9910,0,4757,6,6415,267,14598,3,5038,267,14793,6,11287,0,5871,No Campuses within 45 minutes,,,
01,AL,35077,6,28237,10938,8588,3,23649,10652,7270,3,4588,286,15384,4,19660,10938,10159,2,8577,0,4989,1,15072,10652,8568
01,AL,35078,13,30928,13432,12658,5,19916,10652,7681,8,11012,2780,21661,6,24707,13432,14107,7,6221,0,6904,1,15072,10652,8568
01,AL,35079,6,27204,10938,8694,3,22616,10652,7337,3,4588,286,15384,4,19660,10938,10159,2,7544,0,4877,1,15072,10652,8568
01,AL,35080,14,38731,13898,11665,6,27455,11136,7704,8,11276,2762,21308,7,27436,13898,13999,7,11295,0,5994,2,17537,11136,9291
01,AL,35082,4,2346,18,10194,3,966,0,4920,1,1380,18,13886,1,1380,18,13886,3,966,0,4920,No Campuses within 45 minutes,,,
01,AL,35083,2,7411,0,4988,2,7411,0,4988,No Campuses within 45 minutes,,,,No Campuses within 45 minutes,,,,2,7411,0,4988,No Campuses within 45 minutes,,,
01,AL,35085,10,28297,13631,12401,5,22059,11136,8395,5,6238,2495,26569,4,22398,13631,13821,6,5899,0,7013,2,17537,11136,9291
01,AL,35087,2,5574,0,5030,1,5444,0,4860,1,130,0,12150,No Campuses within 45 minutes,,,,2,5574,0,5030,No Campuses within 45 minutes,,,
01,AL,35089,2,644,0,4920,2,644,0,4920,No Campuses within 45 minutes,,,,No Campuses within 45 minutes,,,,2,644,0,4920,No Campuses within 45 minutes,,,
01,AL,35091,13,39610,13414,10960,5,28334,10652,6841,8,11276,2762,21308,6,24971,13414,14028,7,14639,0,5726,1,15072,10652,8568
01,AL,35094,15,36910,13414,11410,7,25634,10652,7056,8,11276,2762,21308,6,24971,13414,14028,9,11939,0,5936,1,15072,10652,8568
01,AL,35096,9,15368,1866,8796,8,13988,1848,8293,1,1380,18,13886,2,8788,1866,11554,7,6580,0,5111,1,7408,1848,11120
01,AL,35097,3,22616,10652,7337,3,22616,10652,7337,No Campuses within 45 minutes,,,,1,15072,10652,8568,2,7544,0,4877,1,15072,10652,8568
01,AL,35098,1,5444,0,4860,1,5444,0,4860,No Campuses within 45 minutes,,,,No Campuses within 45 minutes,,,,1,5444,0,4860,No Campuses within 45 minutes,,,
01,AL,35111,14,70018,20795,11549,5,57946,18033,9652,9,12072,2762,20654,8,58731,20795,12641,6,11287,0,5871,2,48036,18033,10662
01,AL,35112,7,24063,10938,9302,3,19272,10652,7773,4,4791,286,15452,4,19660,10938,10159,3,4403,0,5477,1,15072,10652,8568
01,AL,35114,13,36631,13898,12051,5,25355,11136,7935,8,11276,2762,21308,7,27436,13898,13999,6,9195,0,6239,2,17537,11136,9291
01,AL,35115,12,34987,13898,12020,5,25355,11136,7935,7,9632,2762,22775,6,25792,13898,14081,6,9195,0,6239,2,17537,11136,9291
01,AL,35116,13,39610,13414,10960,5,28334,10652,6841,8,11276,2762,21308,6,24971,13414,14028,7,14639,0,5726,1,15072,10652,8568
01,AL,35117,13,37299,13414,11367,5,26023,10652,7060,8,11276,2762,21308,6,24971,13414,14028,7,12328,0,5978,1,15072,10652,8568
01,AL,35118,13,37299,13414,11367,5,26023,10652,7060,8,11276,2762,21308,6,24971,13414,14028,7,12328,0,5978,1,15072,10652,8568
01,AL,35119,12,34166,13414,11932,4,22890,10652,7313,8,11276,2762,21308,6,24971,13414,14028,6,9195,0,6239,1,15072,10652,8568
01,AL,35120,14,34354,13432,12026,6,22653,10652,7361,8,11701,2780,21057,7,26351,13432,14020,7,8003,0,5459,1,15072,10652,8568
01,AL,35121,8,14618,0,5084,7,14488,0,5020,1,130,0,12150,No Campuses within 45 minutes,,,,8,14618,0,5084,No Campuses within 45 minutes,,,
01,AL,35124,15,39053,13898,11609,7,27777,11136,7672,8,11276,2762,21308,7,27436,13898,13999,8,11617,0,5964,2,17537,11136,9291
01,AL,35125,15,34676,13432,11960,7,22975,10652,7327,8,11701,2780,21057,7,26351,13432,14020,8,8325,0,5439,1,15072,10652,8568
01,AL,35126,13,36266,13414,11526,5,24990,10652,7111,8,11276,2762,21308,6,24971,13414,14028,7,11295,0,5994,1,15072,10652,8568
01,AL,35127,12,34166,13414,11932,4,22890,10652,7313,8,11276,2762,21308,6,24971,13414,14028,6,9195,0,6239,1,15072,10652,8568
01,AL,35128,16,35631,13432,12005,7,22975,10652,7327,9,12656,2780,20499,7,26351,13432,14020,9,9280,0,6284,1,15072,10652,8568
01,AL,35130,11,33099,13414,12185,3,21823,10652,7472,8,11276,2762,21308,6,24971,13414,14028,5,8128,0,6525,1,15072,10652,8568
01,AL,35131,8,15046,1866,8879,7,13666,1848,8373,1,1380,18,13886,2,8788,1866,11554,6,6258,0,5121,1,7408,1848,11120
01,AL,35133,4,20582,10938,9055,2,17172,10652,8122,2,3410,286,13755,3,18482,10938,9525,1,2100,0,4920,1,15072,10652,8568
01,AL,35135,5,5083,18,7416,4,3703,0,5005,1,1380,18,13886,1,1380,18,13886,4,3703,0,5005,No Campuses within 45 minutes,,,
01,AL,35136,4,3370,0,5023,4,3370,0,5023,No Campuses within 45 minutes,,,,No Campuses within 45 minutes,,,,4,3370,0,5023,No Campuses within 45 minutes,,,
01,AL,35143,4,5106,484,9467,3,4887,484,9354,1,219,0,12000,1,2465,484,13710,3,2641,0,5507,1,2465,484,13710
01,AL,35146,11,30607,13414,12043,6,22149,10652,7445,5,8458,2762,24083,5,23327,13414,14120,6,7280,0,5386,1,15072,10652,8568
01,AL,35147,13,34488,13414,11866,5,23212,10652,7279,8,11276,2762,21308,6,24971,13414,14028,7,9517,0,6194,1,15072,10652,8568
01,AL,35148,6,24437,10938,9697,2,18205,10652,7991,4,6232,286,14680,5,21304,10938,10356,1,3133,0,5214,1,15072,10652,8568
01,AL,35149,3,2024,18,11033,2,644,0,4920,1,1380,18,13886,1,1380,18,13886,2,644,0,4920,No Campuses within 45 minutes,,,
01,AL,35150,4,2346,18,10194,3,966,0,4920,1,1380,18,13886,1,1380,18,13886,3,966,0,4920,No Campuses within 45 minutes,,,
01,AL,35151,6,6911,502,9846,5,5531,484,8837,1,1380,18,13886,2,3845,502,13773,4,3066,0,4920,1,2465,484,13710
01,AL,35160,7,12813,1866,9495,6,11433,1848,8965,1,1380,18,13886,2,8788,1866,11554,5,4025,0,4998,1,7408,1848,11120
01,AL,35171,3,4784,484,9773,2,4565,484,9666,1,219,0,12000,1,2465,484,13710,2,2319,0,5589,1,2465,484,13710
01,AL,35172,6,27204,10938,8694,3,22616,10652,7337,3,4588,286,15384,4,19660,10938,10159,2,7544,0,4877,1,15072,10652,8568
01,AL,35173,14,37225,13414,11364,6,25949,10652,7043,8,11276,2762,21308,6,24971,13414,14028,8,12254,0,5935,1,15072,10652,8568
01,AL,35175,10,23786,3666,9903,5,21275,3531,8906,5,2511,135,18348,4,15958,3666,11918,6,7828,0,5795,2,14013,3531,10912
01,AL,35176,11,29915,13414,12656,4,19594,10652,7726,7,10321,2762,22016,6,24971,13414,14028,5,4944,0,5730,1,15072,10652,8568
01,AL,35178,11,28795,13432,12321,5,19916,10652,7681,6,8879,2780,22729,5,23529,13432,13807,6,5266,0,5680,1,15072,10652,8568
01,AL,35179,3,10087,0,5183,2,9848,0,4896,1,239,0,17000,No Campuses within 45 minutes,,,,3,10087,0,5183,No Campuses within 45 minutes,,,
01,AL,35180,13,40643,13414,10829,5,29367,10652,6805,8,11276,2762,21308,6,24971,13414,14028,7,15672,0,5732,1,15072,10652,8568
01,AL,35181,13,37299,13414,11367,5,26023,10652,7060,8,11276,2762,21308,6,24971,13414,14028,7,12328,0,5978,1,15072,10652,8568
01,AL,35183,4,4124,18,7920,3,2744,0,4920,1,1380,18,13886,1,1380,18,13886,3,2744,0,4920,No Campuses within 45 minutes,,,
01,AL,35184,13,53744,8151,10860,5,45339,7865,10234,8,8405,286,14238,7,42457,8151,12186,6,11287,0,5871,2,35429,7865,11765
01,AL,35185,10,27126,13414,13287,3,17494,10652,8063,7,9632,2762,22775,5,23327,13414,14120,5,3799,0,8169,1,15072,10652,8568
01,AL,35186,12,31691,13898,12765,5,22059,11136,8395,7,9632,2762,22775,6,25792,13898,14081,6,5899,0,7013,2,17537,11136,9291
01,AL,35188,13,66351,18319,10233,5,57946,18033,9652,8,8405,286,14238,7,55064,18319,11128,6,11287,0,5871,2,48036,18033,10662
01,AL,35203,13,36266,13414,11526,5,24990,10652,7111,8,11276,2762,21308,6,24971,13414,14028,7,11295,0,5994,1,15072,10652,8568
01,AL,35204,13,36266,13414,11526,5,24990,10652,7111,8,11276,2762,21308,6,24971,13414,14028,7,11295,0,5994,1,15072,10652,8568
01,AL,35205,14,38731,13898,11665,6,27455,11136,7704,8,11276,2762,21308,7,27436,13898,13999,7,11295,0,5994,2,17537,11136,9291
01,AL,35206,13,36266,13414,11526,5,24990,10652,7111,8,11276,2762,21308,6,24971,13414,14028,7,11295,0,5994,1,15072,10652,8568
01,AL,35207,14,39399,13414,11024,6,28123,10652,6900,8,11276,2762,21308,6,24971,13414,14028,8,14428,0,5824,1,15072,10652,8568
01,AL,35208,13,36266,13414,11526,5,24990,10652,7111,8,11276,2762,21308,6,24971,13414,14028,7,11295,0,5994,1,15072,10652,8568
01,AL,35209,14,38731,13898,11665,6,27455,11136,7704,8,11276,2762,21308,7,27436,13898,13999,7,11295,0,5994,2,17537,11136,9291
01,AL,35210,13,36266,13414,11526,5,24990,10652,7111,8,11276,2762,21308,6,24971,13414,14028,7,11295,0,5994,1,15072,10652,8568
01,AL,35211,14,38731,13898,11665,6,27455,11136,7704,8,11276,2762,21308,7,27436,13898,13999,7,11295,0,5994,2,17537,11136,9291
01,AL,35212,13,36266,13414,11526,5,24990,10652,7111,8,11276,2762,21308,6,24971,13414,14028,7,11295,0,5994,1,15072,10652,8568
01,AL,35213,13,36266,13414,11526,5,24990,10652,7111,8,11276,2762,21308,6,24971,13414,14028,7,11295,0,5994,1,15072,10652,8568
01,AL,35214,14,39399,13414,11024,6,28123,10652,6900,8,11276,2762,21308,6,24971,13414,14028,8,14428,0,5824,1,15072,10652,8568
01,AL,35215,13,36266,13414,11526,5,24990,10652,7111,8,11276,2762,21308,6,24971,13414,14028,7,11295,0,5994,1,15072,10652,8568
01,AL,35216,15,39053,13898,11609,7,27777,11136,7672,8,11276,2762,21308,7,27436,13898,13999,8,11617,0,5964,2,17537,11136,9291
01,AL,35217,13,36266,13414,11526,5,24990,10652,7111,8,11276,2762,21308,6,24971,13414,14028,7,11295,0,5994,1,15072,10652,8568
01,AL,35218,13,36266,13414,11526,5,24990,10652,7111,8,11276,2762,21308,6,24971,13414,14028,7,11295,0,5994,1,15072,10652,8568
01,AL,35221,12,34166,13414,11932,4,22890,10652,7313,8,11276,2762,21308,6,24971,13414,14028,6,9195,0,6239,1,15072,10652,8568
01,AL,35222,13,36266,13414,11526,5,24990,10652,7111,8,11276,2762,21308,6,24971,13414,14028,7,11295,0,5994,1,15072,10652,8568
01,AL,35223,15,39053,13898,11609,7,27777,11136,7672,8,11276,2762,21308,7,27436,13898,13999,8,11617,0,5964,2,17537,11136,9291
01,AL,35224,12,34166,13414,11932,4,22890,10652,7313,8,11276,2762,21308,6,24971,13414,14028,6,9195,0,6239,1,15072,10652,8568
01,AL,35226,14,38731,13898,11665,6,27455,11136,7704,8,11276,2762,21308,7,27436,13898,13999,7,11295,0,5994,2,17537,11136,9291
01,AL,35228,12,34166,13414,11932,4,22890,10652,7313,8,11276,2762,21308,6,24971,13414,14028,6,9195,0,6239,1,15072,10652,8568
01,AL,35229,14,38731,13898,11665,6,27455,11136,7704,8,11276,2762,21308,7,27436,13898,13999,7,11295,0,5994,2,17537,11136,9291
01,AL,35233,13,36266,13414,11526,5,24990,10652,7111,8,11276,2762,21308,6,24971,13414,14028,7,11295,0,5994,1,15072,10652,8568
01,AL,35234,13,36266,13414,11526,5,24990,10652,7111,8,11276,2762,21308,6,24971,13414,14028,7,11295,0,5994,1,15072,10652,8568
01,AL,35235,13,36266,13414,11526,5,24990,10652,7111,8,11276,2762,21308,6,24971,13414,14028,7,11295,0,5994,1,15072,10652,8568
01,AL,35242,15,39053,13898,11609,7,27777,11136,7672,8,11276,2762,21308,7,27436,13898,13999,8,11617,0,5964,2,17537,11136,9291
01,AL,35243,15,39053,13898,11609,7,27777,11136,7672,8,11276,2762,21308,7,27436,13898,13999,8,11617,0,5964,2,17537,11136,9291
01,AL,35244,16,41153,13898,11268,8,29877,11136,7478,8,11276,2762,21308,7,27436,13898,13999,9,13717,0,5804,2,17537,11136,9291
01,AL,35249,13,36266,13414,11526,5,24990,10652,7111,8,11276,2762,21308,6,24971,13414,14028,7,11295,0,5994,1,15072,10652,8568
01,AL,35254,13,36266,13414,11526,5,24990,10652,7111,8,11276,2762,21308,6,24971,13414,14028,7,11295,0,5994,1,15072,10652,8568
01,AL,35401,3,37952,7381,10838,2,37156,7381,10827,1,796,0,11392,2,33760,7381,11615,1,4192,0,4587,1,32964,7381,11620
01,AL,35404,3,37952,7381,10838,2,37156,7381,10827,1,796,0,11392,2,33760,7381,11615,1,4192,0,4587,1,32964,7381,11620
01,AL,35405,3,37952,7381,10838,2,37156,7381,10827,1,796,0,11392,2,33760,7381,11615,1,4192,0,4587,1,32964,7381,11620
01,AL,35406,3,37952,7381,10838,2,37156,7381,10827,1,796,0,11392,2,33760,7381,11615,1,4192,0,4587,1,32964,7381,11620
01,AL,35441,5,41247,13192,10832,4,40451,13192,10821,1,796,0,11392,3,36632,13192,11566,2,4615,0,5011,2,35836,13192,11570
01,AL,35442,1,2872,5811,10990,1,2872,5811,10990,No Campuses within 45 minutes,,,,1,2872,5811,10990,No Campuses within 45 minutes,,,,1,2872,5811,10990
01,AL,35443,3,7860,5811,7616,2,7064,5811,7190,1,796,0,11392,2,3668,5811,11077,1,4192,0,4587,1,2872,5811,10990
01,AL,35444,14,70018,20795,11549,5,57946,18033,9652,9,12072,2762,20654,8,58731,20795,12641,6,11287,0,5871,2,48036,18033,10662
01,AL,35446,3,37952,7381,10838,2,37156,7381,10827,1,796,0,11392,2,33760,7381,11615,1,4192,0,4587,1,32964,7381,11620
01,AL,35447,2,33760,7381,11615,1,32964,7381,11620,1,796,0,11392,2,33760,7381,11615,No Campuses within 45 minutes,,,,1,32964,7381,11620
01,AL,35452,3,37952,7381,10838,2,37156,7381,10827,1,796,0,11392,2,33760,7381,11615,1,4192,0,4587,1,32964,7381,11620
01,AL,35453,6,43417,7381,10440,3,40774,7381,10297,3,2643,0,12645,3,35404,7381,11666,3,8013,0,5025,1,32964,7381,11620
01,AL,35456,3,37952,7381,10838,2,37156,7381,10827,1,796,0,11392,2,33760,7381,11615,1,4192,0,4587,1,32964,7381,11620
01,AL,35457,3,37952,7381,10838,2,37156,7381,10827,1,796,0,11392,2,33760,7381,11615,1,4192,0,4587,1,32964,7381,11620
01,AL,35458,3,37952,7381,10838,2,37156,7381,10827,1,796,0,11392,2,33760,7381,11615,1,4192,0,4587,1,32964,7381,11620
01,AL,35459,1,2872,5811,10990,1,2872,5811,10990,No Campuses within 45 minutes,,,,1,2872,5811,10990,No Campuses within 45 minutes,,,,1,2872,5811,10990
01,AL,35460,1,2872,5811,10990,1,2872,5811,10990,No Campuses within 45 minutes,,,,1,2872,5811,10990,No Campuses within 45 minutes,,,,1,2872,5811,10990
01,AL,35462,4,40824,13192,10849,3,40028,13192,10838,1,796,0,11392,3,36632,13192,11566,1,4192,0,4587,2,35836,13192,11570
01,AL,35463,3,37952,7381,10838,2,37156,7381,10827,1,796,0,11392,2,33760,7381,11615,1,4192,0,4587,1,32964,7381,11620
01,AL,35464,1,2872,5811,10990,1,2872,5811,10990,No Campuses within 45 minutes,,,,1,2872,5811,10990,No Campuses within 45 minutes,,,,1,2872,5811,10990
01,AL,35466,3,37952,7381,10838,2,37156,7381,10827,1,796,0,11392,2,33760,7381,11615,1,4192,0,4587,1,32964,7381,11620
01,AL,35469,3,37952,7381,10838,2,37156,7381,10827,1,796,0,11392,2,33760,7381,11615,1,4192,0,4587,1,32964,7381,11620
01,AL,35470,1,2872,5811,10990,1,2872,5811,10990,No Campuses within 45 minutes,,,,1,2872,5811,10990,No Campuses within 45 minutes,,,,1,2872,5811,10990
01,AL,35473,3,37952,7381,10838,2,37156,7381,10827,1,796,0,11392,2,33760,7381,11615,1,4192,0,4587,1,32964,7381,11620
01,AL,35474,4,38375,7381,10821,3,37579,7381,10808,1,796,0,11392,2,33760,7381,11615,2,4615,0,5011,1,32964,7381,11620
01,AL,35475,3,37952,7381,10838,2,37156,7381,10827,1,796,0,11392,2,33760,7381,11615,1,4192,0,4587,1,32964,7381,11620
01,AL,35476,3,37952,7381,10838,2,37156,7381,10827,1,796,0,11392,2,33760,7381,11615,1,4192,0,4587,1,32964,7381,11620
01,AL,35480,3,37952,7381,10838,2,37156,7381,10827,1,796,0,11392,2,33760,7381,11615,1,4192,0,4587,1,32964,7381,11620
01,AL,35481,2,33760,7381,11615,1,32964,7381,11620,1,796,0,11392,2,33760,7381,11615,No Campuses within 45 minutes,,,,1,32964,7381,11620
01,AL,35487,3,37952,7381,10838,2,37156,7381,10827,1,796,0,11392,2,33760,7381,11615,1,4192,0,4587,1,32964,7381,11620
01,AL,35490,12,65157,18300,10161,5,57946,18033,9652,7,7211,267,14244,6,53870,18300,11060,6,11287,0,5871,2,48036,18033,10662
01,AL,35491,1,2872,5811,10990,1,2872,5811,10990,No Campuses within 45 minutes,,,,1,2872,5811,10990,No Campuses within 45 minutes,,,,1,2872,5811,10990
01,AL,35501,1,3133,0,5214,1,3133,0,5214,No Campuses within 45 minutes,,,,No Campuses within 45 minutes,,,,1,3133,0,5214,No Campuses within 45 minutes,,,
01,AL,35503,1,3133,0,5214,1,3133,0,5214,No Campuses within 45 minutes,,,,No Campuses within 45 minutes,,,,1,3133,0,5214,No Campuses within 45 minutes,,,
01,AL,35504,1,3133,0,5214,1,3133,0,5214,No Campuses within 45 minutes,,,,No Campuses within 45 minutes,,,,1,3133,0,5214,No Campuses within 45 minutes,,,
01,AL,35540,1,5444,0,4860,1,5444,0,4860,No Campuses within 45 minutes,,,,No Campuses within 45 minutes,,,,1,5444,0,4860,No Campuses within 45 minutes,,,
01,AL,35541,2,8577,0,4989,2,8577,0,4989,No Campuses within 45 minutes,,,,No Campuses within 45 minutes,,,,2,8577,0,4989,No Campuses within 45 minutes,,,
01,AL,35542,1,3133,0,5214,1,3133,0,5214,No Campuses within 45 minutes,,,,No Campuses within 45 minutes,,,,1,3133,0,5214,No Campuses within 45 minutes,,,
01,AL,35546,4,41085,7381,10409,3,40289,7381,10390,1,796,0,11392,2,33760,7381,11615,2,7325,0,4855,1,32964,7381,11620
01,AL,35549,1,3133,0,5214,1,3133,0,5214,No Campuses within 45 minutes,,,,No Campuses within 45 minutes,,,,1,3133,0,5214,No Campuses within 45 minutes,,,
01,AL,35550,8,28258,10938,9130,3,21823,10652,7472,5,6435,286,14753,5,21304,10938,10356,3,6954,0,5374,1,15072,10652,8568
01,AL,35553,1,3133,0,5214,1,3133,0,5214,No Campuses within 45 minutes,,,,No Campuses within 45 minutes,,,,1,3133,0,5214,No Campuses within 45 minutes,,,
01,AL,35554,1,3133,0,5214,1,3133,0,5214,No Campuses within 45 minutes,,,,No Campuses within 45 minutes,,,,1,3133,0,5214,No Campuses within 45 minutes,,,
01,AL,35555,3,37952,7381,10838,2,37156,7381,10827,1,796,0,11392,2,33760,7381,11615,1,4192,0,4587,1,32964,7381,11620
01,AL,35565,1,3133,0,5214,1,3133,0,5214,No Campuses within 45 minutes,,,,No Campuses within 45 minutes,,,,1,3133,0,5214,No Campuses within 45 minutes,,,
01,AL,35573,1,3133,0,5214,1,3133,0,5214,No Campuses within 45 minutes,,,,No Campuses within 45 minutes,,,,1,3133,0,5214,No Campuses within 45 minutes,,,
01,AL,35574,1,32964,7381,11620,1,32964,7381,11620,No Campuses within 45 minutes,,,,1,32964,7381,11620,No Campuses within 45 minutes,,,,1,32964,7381,11620
01,AL,35575,1,3133,0,5214,1,3133,0,5214,No Campuses within 45 minutes,,,,No Campuses within 45 minutes,,,,1,3133,0,5214,No Campuses within 45 minutes,,,
01,AL,35578,1,3133,0,5214,1,3133,0,5214,No Campuses within 45 minutes,,,,No Campuses within 45 minutes,,,,1,3133,0,5214,No Campuses within 45 minutes,,,
01,AL,35579,1,3133,0,5214,1,3133,0,5214,No Campuses within 45 minutes,,,,No Campuses within 45 minutes,,,,1,3133,0,5214,No Campuses within 45 minutes,,,
01,AL,35580,1,3133,0,5214,1,3133,0,5214,No Campuses within 45 minutes,,,,No Campuses within 45 minutes,,,,1,3133,0,5214,No Campuses within 45 minutes,,,
01,AL,35581,2,8989,2854,8677,2,8989,2854,8677,No Campuses within 45 minutes,,,,1,5972,2854,10620,1,3017,0,4831,1,5972,2854,10620
01,AL,35584,1,3133,0,5214,1,3133,0,5214,No Campuses within 45 minutes,,,,No Campuses within 45 minutes,,,,1,3133,0,5214,No Campuses within 45 minutes,,,
