STATEFP,State,ZCTA,n_allschools,dsug_allschools,gr_allschools,avgtf_allschools,n_public,dsug_public,gr_public,avgtf_public,n_private,dsug_private,gr_private,avgtf_private,n_4yr,dsug_4yr,gr_4yr,avgtf_4yr,n_not4yr,dsug_not4yr,gr_not4yr,avgtf_not4yr,n_public4yr,dsug_public4yr,gr_public4yr,avgtf_public4yr
13,GA,30272,58,188568,82724,12284,19,138074,55117,7495,39,50494,27607,25379,27,151588,82724,13445,31,36980,0,7526,9,111712,55117,8496
13,GA,30273,53,149234,86042,14200,16,102399,60811,8397,37,46835,25231,26886,23,111272,86042,15755,30,37962,0,9640,9,78625,60811,9948
13,GA,30274,61,160788,88418,13637,20,108063,60811,8121,41,52725,27607,24944,27,118501,88418,15790,34,42287,0,7606,9,78625,60811,9948
13,GA,30275,5,15789,4102,5880,5,15789,4102,5880,No Campuses within 45 minutes,,,,3,12957,4102,6498,2,2832,0,3052,3,12957,4102,6498
13,GA,30276,12,28999,11385,8109,8,26241,11385,6883,4,2758,0,19774,5,20333,11385,7985,7,8666,0,8400,5,20333,11385,7985
13,GA,30277,30,108877,56404,10383,16,93605,50301,8099,14,15272,6103,24385,14,79774,56404,12039,16,29103,0,5845,7,68815,50301,9854
13,GA,30281,58,157253,86307,14231,16,103989,60811,8320,42,53264,25496,25771,25,115623,86307,15986,33,41630,0,9356,8,76983,60811,10089
13,GA,30284,10,25896,16179,9459,5,22258,11385,7396,5,3638,4794,22084,5,20062,16179,9012,5,5834,0,10996,4,19182,11385,8080
13,GA,30285,4,17605,10510,7398,4,17605,10510,7398,No Campuses within 45 minutes,,,,2,11453,10510,9693,2,6152,0,3126,2,11453,10510,9693
13,GA,30286,4,17605,10510,7398,4,17605,10510,7398,No Campuses within 45 minutes,,,,2,11453,10510,9693,2,6152,0,3126,2,11453,10510,9693
13,GA,30288,69,173454,98967,13857,20,116443,71321,8394,49,57011,27646,25016,29,126993,98967,15524,40,46461,0,9302,10,86793,71321,10147
13,GA,30289,6,15186,10510,8731,5,14962,10510,8503,1,224,0,23999,3,10470,10510,10820,3,4716,0,4095,3,10470,10510,10820
13,GA,30290,38,119343,68787,13764,16,92171,50301,8182,22,27172,18486,32699,17,89847,68787,15774,21,29496,0,7644,8,70457,50301,9702
13,GA,30291,56,144081,77908,14158,17,93587,50301,8105,39,50494,27607,25379,26,110333,77908,16065,30,33748,0,7925,8,70457,50301,9702
13,GA,30292,10,23586,15304,9196,6,20172,10510,7036,4,3414,4794,21959,4,13484,15304,10693,6,10102,0,7198,3,12604,10510,9392
13,GA,30293,3,5282,190,7550,2,4492,0,3103,1,790,190,32840,1,790,190,32840,2,4492,0,3103,No Campuses within 45 minutes,,,
13,GA,30294,70,176403,98967,13659,21,119675,71321,8258,49,56728,27646,25055,29,126993,98967,15524,41,49410,0,8868,10,86793,71321,10147
13,GA,30295,5,18485,15304,8442,4,17605,10510,7398,1,880,4794,29324,3,12333,15304,11094,2,6152,0,3126,2,11453,10510,9693
13,GA,30296,60,156532,88418,13847,19,104831,60811,8267,41,51701,27607,25161,27,118501,88418,15790,33,38031,0,7794,9,78625,60811,9948
13,GA,30297,68,169014,88418,13664,21,112767,60811,7917,47,56247,27607,25185,27,118501,88418,15790,41,50513,0,8676,9,78625,60811,9948
13,GA,30303,77,233613,93273,11487,27,176445,65627,7110,50,57168,27646,24999,30,173395,93273,12712,47,60218,0,7960,11,133195,65627,8360
13,GA,30305,74,230839,88479,11253,26,175520,65627,7111,48,55319,22852,24397,29,173006,88479,12581,45,57833,0,7281,11,133686,65627,8316
13,GA,30306,76,232197,93273,11538,26,175029,65627,7141,50,57168,27646,24999,30,173395,93273,12712,46,58802,0,8075,11,133195,65627,8360
13,GA,30307,76,232197,93273,11538,26,175029,65627,7141,50,57168,27646,24999,30,173395,93273,12712,46,58802,0,8075,11,133195,65627,8360
13,GA,30308,76,232197,93273,11538,26,175029,65627,7141,50,57168,27646,24999,30,173395,93273,12712,46,58802,0,8075,11,133195,65627,8360
13,GA,30309,75,231228,93273,11354,26,175029,65627,7141,49,56199,27646,24474,30,173395,93273,12712,45,57833,0,7281,11,133195,65627,8360
13,GA,30310,77,234286,93273,11248,28,178087,65627,7075,49,56199,27646,24474,31,175037,93273,12624,46,59249,0,7183,12,134837,65627,8299
13,GA,30311,76,222230,93273,11568,28,166188,65627,7211,48,56042,27646,24489,30,161722,93273,13256,46,60508,0,7056,11,121522,65627,8666
13,GA,30312,77,233613,93273,11487,27,176445,65627,7110,50,57168,27646,24999,30,173395,93273,12712,47,60218,0,7960,11,133195,65627,8360
13,GA,30313,76,232644,93273,11304,27,176445,65627,7110,49,56199,27646,24474,30,173395,93273,12712,46,59249,0,7183,11,133195,65627,8360
13,GA,30314,77,234286,93273,11248,28,178087,65627,7075,49,56199,27646,24474,31,175037,93273,12624,46,59249,0,7183,12,134837,65627,8299
13,GA,30315,76,232197,93273,11538,26,175029,65627,7141,50,57168,27646,24999,30,173395,93273,12712,46,58802,0,8075,11,133195,65627,8360
13,GA,30316,77,235429,93273,11426,27,178261,65627,7073,50,57168,27646,24999,30,173395,93273,12712,47,62034,0,7829,11,133195,65627,8360
13,GA,30317,76,234013,93273,11475,26,176845,65627,7104,50,57168,27646,24999,30,173395,93273,12712,46,60618,0,7937,11,133195,65627,8360
13,GA,30318,78,235702,93273,11200,29,179503,65627,7044,49,56199,27646,24474,31,175037,93273,12624,47,60665,0,7091,12,134837,65627,8299
13,GA,30319,73,229197,88479,11310,25,173878,65627,7146,48,55319,22852,24397,28,171364,88479,12669,45,57833,0,7281,10,132044,65627,8377
13,GA,30322,74,230166,88479,11496,25,173878,65627,7146,49,56288,22852,24931,28,171364,88479,12669,46,58802,0,8075,10,132044,65627,8377
13,GA,30324,75,231228,93273,11354,26,175029,65627,7141,49,56199,27646,24474,30,173395,93273,12712,45,57833,0,7281,11,133195,65627,8360
13,GA,30326,73,229197,88479,11310,25,173878,65627,7146,48,55319,22852,24397,28,171364,88479,12669,45,57833,0,7281,10,132044,65627,8377
13,GA,30327,77,235313,88479,11101,29,179994,65627,7015,48,55319,22852,24397,30,174648,88479,12494,47,60665,0,7091,12,135328,65627,8255
13,GA,30328,76,234344,88479,11083,29,179994,65627,7015,47,54350,22852,24557,30,174648,88479,12494,46,59696,0,6956,12,135328,65627,8255
13,GA,30329,74,230166,88479,11496,25,173878,65627,7146,49,56288,22852,24931,28,171364,88479,12669,46,58802,0,8075,10,132044,65627,8377
13,GA,30331,76,222230,93273,11568,28,166188,65627,7211,48,56042,27646,24489,30,161722,93273,13256,46,60508,0,7056,11,121522,65627,8666
13,GA,30332,73,229197,88479,11310,25,173878,65627,7146,48,55319,22852,24397,28,171364,88479,12669,45,57833,0,7281,10,132044,65627,8377
13,GA,30334,76,232644,93273,11304,27,176445,65627,7110,49,56199,27646,24474,30,173395,93273,12712,46,59249,0,7183,11,133195,65627,8360
13,GA,30336,74,219934,88479,11552,27,164772,65627,7247,47,55162,22852,24412,29,160842,88479,13168,45,59092,0,7152,11,121522,65627,8666
13,GA,30337,67,199472,82724,12119,21,144194,55117,7314,46,55278,27607,24654,27,151588,82724,13445,40,47884,0,7924,9,111712,55117,8496
13,GA,30338,72,227781,88479,11361,24,172462,65627,7180,48,55319,22852,24397,28,171364,88479,12669,44,56417,0,7387,10,132044,65627,8377
13,GA,30339,77,235313,88479,11101,29,179994,65627,7015,48,55319,22852,24397,30,174648,88479,12494,47,60665,0,7091,12,135328,65627,8255
13,GA,30340,71,226630,88479,11386,23,171311,65627,7185,48,55319,22852,24397,27,170213,88479,12712,44,56417,0,7387,9,130893,65627,8395
13,GA,30341,72,227781,88479,11361,24,172462,65627,7180,48,55319,22852,24397,28,171364,88479,12669,44,56417,0,7387,10,132044,65627,8377
13,GA,30342,73,229870,88479,11236,26,175520,65627,7111,47,54350,22852,24557,29,173006,88479,12581,44,56864,0,7143,11,133686,65627,8316
13,GA,30344,73,211004,82763,11669,25,154962,55117,7033,48,56042,27646,24489,28,151912,82763,13427,45,59092,0,7149,9,111712,55117,8496
13,GA,30345,73,228750,88479,11548,24,172462,65627,7180,49,56288,22852,24931,28,171364,88479,12669,45,57386,0,8199,10,132044,65627,8377
13,GA,30346,70,226494,88479,11333,24,172462,65627,7180,46,54032,22852,24588,28,171364,88479,12669,42,55130,0,7178,10,132044,65627,8377
13,GA,30349,69,207654,93234,12116,23,152376,65627,7567,46,55278,27607,24654,29,161398,93234,13272,40,46256,0,8082,11,121522,65627,8666
13,GA,30350,68,224096,88479,11296,23,171311,65627,7185,45,52785,22852,24636,27,170213,88479,12712,41,53883,0,6822,9,130893,65627,8395
13,GA,30354,73,224061,103783,12048,24,167050,76137,7622,49,57011,27646,25016,30,168248,103783,13295,43,55813,0,8288,11,128048,76137,8952
13,GA,30360,71,226630,88479,11386,23,171311,65627,7185,48,55319,22852,24397,27,170213,88479,12712,44,56417,0,7387,9,130893,65627,8395
13,GA,30363,73,229197,88479,11310,25,173878,65627,7146,48,55319,22852,24397,28,171364,88479,12669,45,57833,0,7281,10,132044,65627,8377
13,GA,30401,4,7446,0,4451,3,6837,0,3135,1,609,0,19220,2,3141,0,6254,2,4305,0,3135,1,2532,0,3136
13,GA,30410,2,2226,0,7530,1,1617,0,3127,1,609,0,19220,1,609,0,19220,1,1617,0,3127,No Campuses within 45 minutes,,,
13,GA,30411,2,2226,0,7530,1,1617,0,3127,1,609,0,19220,1,609,0,19220,1,1617,0,3127,No Campuses within 45 minutes,,,
13,GA,30412,2,2226,0,7530,1,1617,0,3127,1,609,0,19220,1,609,0,19220,1,1617,0,3127,No Campuses within 45 minutes,,,
13,GA,30413,2,4698,0,3106,2,4698,0,3106,No Campuses within 45 minutes,,,,1,2532,0,3136,1,2166,0,3072,1,2532,0,3136
13,GA,30414,3,29342,4320,5994,3,29342,4320,5994,No Campuses within 45 minutes,,,,1,25037,4320,6485,2,4305,0,3135,1,25037,4320,6485
13,GA,30415,6,42394,13156,16947,2,27725,4320,6161,4,14669,8836,37333,4,39469,13156,17873,2,2925,0,4446,1,25037,4320,6485
13,GA,30417,3,29342,4320,5994,3,29342,4320,5994,No Campuses within 45 minutes,,,,1,25037,4320,6485,2,4305,0,3135,1,25037,4320,6485
13,GA,30420,5,32483,4320,6019,4,31874,4320,5767,1,609,0,19220,3,28178,4320,6459,2,4305,0,3135,2,27569,4320,6177
13,GA,30421,4,29951,4320,6262,3,29342,4320,5994,1,609,0,19220,2,25646,4320,6787,2,4305,0,3135,1,25037,4320,6485
13,GA,30423,2,27725,4320,6161,2,27725,4320,6161,No Campuses within 45 minutes,,,,1,25037,4320,6485,1,2688,0,3140,1,25037,4320,6485
13,GA,30425,3,30257,4320,5908,3,30257,4320,5908,No Campuses within 45 minutes,,,,2,27569,4320,6177,1,2688,0,3140,2,27569,4320,6177
13,GA,30427,2,4305,0,3135,2,4305,0,3135,No Campuses within 45 minutes,,,,No Campuses within 45 minutes,,,,2,4305,0,3135,No Campuses within 45 minutes,,,
13,GA,30428,2,2226,0,7530,1,1617,0,3127,1,609,0,19220,1,609,0,19220,1,1617,0,3127,No Campuses within 45 minutes,,,
13,GA,30429,2,27725,4320,6161,2,27725,4320,6161,No Campuses within 45 minutes,,,,1,25037,4320,6485,1,2688,0,3140,1,25037,4320,6485
13,GA,30434,2,4698,0,3106,2,4698,0,3106,No Campuses within 45 minutes,,,,1,2532,0,3136,1,2166,0,3072,1,2532,0,3136
13,GA,30436,4,7446,0,4451,3,6837,0,3135,1,609,0,19220,2,3141,0,6254,2,4305,0,3135,1,2532,0,3136
13,GA,30439,5,32483,4320,6019,4,31874,4320,5767,1,609,0,19220,3,28178,4320,6459,2,4305,0,3135,2,27569,4320,6177
13,GA,30441,1,2532,0,3136,1,2532,0,3136,No Campuses within 45 minutes,,,,1,2532,0,3136,No Campuses within 45 minutes,,,,1,2532,0,3136
13,GA,30442,3,30257,4320,5908,3,30257,4320,5908,No Campuses within 45 minutes,,,,2,27569,4320,6177,1,2688,0,3140,2,27569,4320,6177
13,GA,30445,2,2226,0,7530,1,1617,0,3127,1,609,0,19220,1,609,0,19220,1,1617,0,3127,No Campuses within 45 minutes,,,
13,GA,30446,2,27725,4320,6161,2,27725,4320,6161,No Campuses within 45 minutes,,,,1,25037,4320,6485,1,2688,0,3140,1,25037,4320,6485
13,GA,30448,2,4149,0,3132,2,4149,0,3132,No Campuses within 45 minutes,,,,1,2532,0,3136,1,1617,0,3127,1,2532,0,3136
13,GA,30449,2,27725,4320,6161,2,27725,4320,6161,No Campuses within 45 minutes,,,,1,25037,4320,6485,1,2688,0,3140,1,25037,4320,6485
13,GA,30450,3,30257,4320,5908,3,30257,4320,5908,No Campuses within 45 minutes,,,,2,27569,4320,6177,1,2688,0,3140,2,27569,4320,6177
13,GA,30451,2,27725,4320,6161,2,27725,4320,6161,No Campuses within 45 minutes,,,,1,25037,4320,6485,1,2688,0,3140,1,25037,4320,6485
13,GA,30452,2,27725,4320,6161,2,27725,4320,6161,No Campuses within 45 minutes,,,,1,25037,4320,6485,1,2688,0,3140,1,25037,4320,6485
13,GA,30453,3,4914,0,5129,2,4305,0,3135,1,609,0,19220,1,609,0,19220,2,4305,0,3135,No Campuses within 45 minutes,,,
13,GA,30454,2,3141,0,6254,1,2532,0,3136,1,609,0,19220,2,3141,0,6254,No Campuses within 45 minutes,,,,1,2532,0,3136
13,GA,30455,2,27725,4320,6161,2,27725,4320,6161,No Campuses within 45 minutes,,,,1,25037,4320,6485,1,2688,0,3140,1,25037,4320,6485
13,GA,30457,4,7446,0,4451,3,6837,0,3135,1,609,0,19220,2,3141,0,6254,2,4305,0,3135,1,2532,0,3136
13,GA,30458,3,30257,4320,5908,3,30257,4320,5908,No Campuses within 45 minutes,,,,2,27569,4320,6177,1,2688,0,3140,2,27569,4320,6177
13,GA,30460,2,27725,4320,6161,2,27725,4320,6161,No Campuses within 45 minutes,,,,1,25037,4320,6485,1,2688,0,3140,1,25037,4320,6485
13,GA,30461,2,27725,4320,6161,2,27725,4320,6161,No Campuses within 45 minutes,,,,1,25037,4320,6485,1,2688,0,3140,1,25037,4320,6485
13,GA,30464,2,4149,0,3132,2,4149,0,3132,No Campuses within 45 minutes,,,,1,2532,0,3136,1,1617,0,3127,1,2532,0,3136
13,GA,30467,2,27725,4320,6161,2,27725,4320,6161,No Campuses within 45 minutes,,,,1,25037,4320,6485,1,2688,0,3140,1,25037,4320,6485
13,GA,30470,3,4758,0,5192,2,4149,0,3132,1,609,0,19220,2,3141,0,6254,1,1617,0,3127,1,2532,0,3136
13,GA,30471,4,31874,4320,5767,4,31874,4320,5767,No Campuses within 45 minutes,,,,2,27569,4320,6177,2,4305,0,3135,2,27569,4320,6177
13,GA,30473,2,2226,0,7530,1,1617,0,3127,1,609,0,19220,1,609,0,19220,1,1617,0,3127,No Campuses within 45 minutes,,,
13,GA,30474,3,4758,0,5192,2,4149,0,3132,1,609,0,19220,2,3141,0,6254,1,1617,0,3127,1,2532,0,3136
13,GA,30477,1,2532,0,3136,1,2532,0,3136,No Campuses within 45 minutes,,,,1,2532,0,3136,No Campuses within 45 minutes,,,,1,2532,0,3136
13,GA,30501,18,62714,14607,8188,6,54029,11452,5861,12,8685,3155,22664,7,45872,14607,8668,11,16842,0,6880,3,41357,11452,6626
13,GA,30504,22,78434,20534,8794,7,59185,11452,5649,15,19249,9082,18465,9,55996,20534,9793,13,22438,0,6302,3,41357,11452,6626
13,GA,30506,28,90898,20799,8981,9,65197,11452,5424,19,25701,9347,18003,12,61989,20799,10472,16,28909,0,5782,3,41357,11452,6626
13,GA,30507,20,72838,20534,9119,6,54029,11452,5861,14,18809,9082,18479,9,55996,20534,9793,11,16842,0,6880,3,41357,11452,6626
13,GA,30510,8,18556,3140,10842,3,12618,0,3302,5,5938,3140,26866,5,5938,3140,26866,3,12618,0,3302,No Campuses within 45 minutes,,,
13,GA,30511,7,13906,3140,13444,2,7968,0,3441,5,5938,3140,26866,5,5938,3140,26866,2,7968,0,3441,No Campuses within 45 minutes,,,
13,GA,30512,3,21731,1089,7312,1,19874,942,5513,2,1857,147,26562,3,21731,1089,7312,No Campuses within 45 minutes,,,,1,19874,942,5513
13,GA,30513,1,969,38,29962,No Campuses within 45 minutes,,,,1,969,38,29962,1,969,38,29962,No Campuses within 45 minutes,,,,No Campuses within 45 minutes,,,
13,GA,30516,3,4649,1030,27278,No Campuses within 45 minutes,,,,3,4649,1030,27278,3,4649,1030,27278,No Campuses within 45 minutes,,,,No Campuses within 45 minutes,,,
13,GA,30517,21,51560,17901,11233,4,31375,10510,6333,17,20185,7391,18851,7,35322,17901,12527,14,16238,0,8421,2,21483,10510,7655
13,GA,30518,44,168347,76474,11939,14,129615,60878,7680,30,38732,15596,26190,17,128504,76474,13565,27,39843,0,6694,6,98993,60878,9018
13,GA,30519,47,153460,75915,12628,14,112973,59936,7938,33,40487,15979,25715,18,109980,75915,15016,29,43480,0,6588,5,79119,59936,9898
13,GA,30520,4,9299,1030,15168,1,4650,0,3062,3,4649,1030,27278,3,4649,1030,27278,1,4650,0,3062,No Campuses within 45 minutes,,,
13,GA,30521,8,24339,12116,9305,4,20786,10510,6746,4,3553,1606,24271,4,11316,12116,15548,4,13023,0,3880,1,8168,10510,12068
13,GA,30522,1,1416,0,3202,1,1416,0,3202,No Campuses within 45 minutes,,,,No Campuses within 45 minutes,,,,1,1416,0,3202,No Campuses within 45 minutes,,,
13,GA,30523,7,14047,3178,14101,2,7968,0,3441,5,6079,3178,28072,5,6079,3178,28072,2,7968,0,3441,No Campuses within 45 minutes,,,
13,GA,30525,4,6069,1644,15964,1,2780,0,3022,3,3289,1644,26904,3,3289,1644,26904,1,2780,0,3022,No Campuses within 45 minutes,,,
13,GA,30527,6,32033,4058,8081,3,27842,942,4920,3,4191,3116,29079,4,24065,4058,9617,2,7968,0,3441,1,19874,942,5513
13,GA,30528,8,33921,4120,9069,3,27842,942,4920,5,6079,3178,28072,6,25953,4120,10797,2,7968,0,3441,1,19874,942,5513
13,GA,30529,12,51833,24066,8682,7,46973,21020,6810,5,4860,3046,26769,7,34106,24066,11266,5,17727,0,3709,3,29651,21020,8871
13,GA,30530,8,21053,13541,12792,3,15598,10510,7771,5,5455,3031,27151,5,13218,13541,17992,3,7835,0,4021,1,8168,10510,12068
13,GA,30531,7,32952,4082,8455,3,27842,942,4920,4,5110,3140,27714,5,24984,4082,10054,2,7968,0,3441,1,19874,942,5513
13,GA,30533,10,42354,4096,7520,6,37194,942,4506,4,5160,3154,29245,5,25034,4096,10405,5,17320,0,3351,1,19874,942,5513
13,GA,30534,16,54938,13419,8460,8,45414,11452,5876,8,9524,1967,20782,8,36648,13419,10649,8,18290,0,4074,2,28042,11452,7422
13,GA,30535,7,32952,4082,8455,3,27842,942,4920,4,5110,3140,27714,5,24984,4082,10054,2,7968,0,3441,1,19874,942,5513
13,GA,30536,3,22639,1071,6600,2,21290,942,5359,1,1349,129,26180,2,21223,1071,6827,1,1416,0,3202,1,19874,942,5513
13,GA,30538,5,6816,1715,15561,1,2780,0,3022,4,4036,1715,24197,4,4036,1715,24197,1,2780,0,3022,No Campuses within 45 minutes,,,
13,GA,30539,1,1416,0,3202,1,1416,0,3202,No Campuses within 45 minutes,,,,No Campuses within 45 minutes,,,,1,1416,0,3202,No Campuses within 45 minutes,,,
13,GA,30540,5,10201,129,6460,4,8852,0,3454,1,1349,129,26180,2,6305,129,8496,3,3896,0,3164,1,4956,0,3683
13,GA,30542,31,72548,19483,9827,9,48873,10510,5245,22,23675,8973,19285,9,37991,19483,13338,22,34557,0,5967,2,21483,10510,7655
13,GA,30543,11,38501,24175,10125,6,33658,21020,7547,5,4843,3155,28043,6,20851,24175,15383,5,17650,0,3914,2,16336,21020,12068
13,GA,30545,5,25912,2671,7988,2,22654,942,5207,3,3258,1729,27327,4,23132,2671,8585,1,2780,0,3022,1,19874,942,5513
13,GA,30546,3,4637,147,12449,1,2780,0,3022,2,1857,147,26562,2,1857,147,26562,1,2780,0,3022,No Campuses within 45 minutes,,,
13,GA,30547,10,27129,13650,11376,4,20786,10510,6746,6,6343,3140,26549,6,14106,13650,18297,4,13023,0,3880,1,8168,10510,12068
13,GA,30548,29,90422,58210,10932,9,67694,50819,8157,20,22728,7391,19196,10,62377,58210,12792,19,28045,0,6795,4,46688,50819,10324
13,GA,30549,16,51386,22484,9085,6,44193,21020,7049,10,7193,1464,21598,6,32705,22484,10535,10,18681,0,6548,3,29651,21020,8871
13,GA,30552,4,5988,1715,14721,1,2780,0,3022,3,3208,1715,24859,3,3208,1715,24859,1,2780,0,3022,No Campuses within 45 minutes,,,
13,GA,30553,5,8830,2612,19810,1,2780,0,3022,4,6050,2612,27524,4,6050,2612,27524,1,2780,0,3022,No Campuses within 45 minutes,,,
13,GA,30554,10,46098,14592,8756,5,40660,11452,6144,5,5438,3140,28287,6,33152,14592,10550,4,12946,0,4161,2,28042,11452,7422
13,GA,30557,4,5928,1606,14469,1,2780,0,3022,3,3148,1606,24577,3,3148,1606,24577,1,2780,0,3022,No Campuses within 45 minutes,,,
13,GA,30558,13,48936,24199,9703,6,42269,21020,7208,7,6667,3179,25519,9,35913,24199,11815,4,13023,0,3880,3,29651,21020,8871
13,GA,30559,1,969,38,29962,No Campuses within 45 minutes,,,,1,969,38,29962,1,969,38,29962,No Campuses within 45 minutes,,,,No Campuses within 45 minutes,,,
13,GA,30560,1,969,38,29962,No Campuses within 45 minutes,,,,1,969,38,29962,1,969,38,29962,No Campuses within 45 minutes,,,,No Campuses within 45 minutes,,,
13,GA,30562,1,2780,0,3022,1,2780,0,3022,No Campuses within 45 minutes,,,,No Campuses within 45 minutes,,,,1,2780,0,3022,No Campuses within 45 minutes,,,
13,GA,30563,6,13078,3140,12925,2,7968,0,3441,4,5110,3140,27714,4,5110,3140,27714,2,7968,0,3441,No Campuses within 45 minutes,,,
13,GA,30564,8,39969,4058,7129,5,35778,942,4558,3,4191,3116,29079,4,24065,4058,9617,4,15904,0,3364,1,19874,942,5513
13,GA,30565,4,14051,10510,9935,2,12818,10510,8801,2,1233,0,21721,2,8996,10510,12949,2,5055,0,4571,1,8168,10510,12068
13,GA,30566,21,58700,19483,9725,6,39311,10510,5718,15,19389,8973,17850,7,35234,19483,11878,14,23466,0,6493,2,21483,10510,7655
13,GA,30567,16,51386,22484,9085,6,44193,21020,7049,10,7193,1464,21598,6,32705,22484,10535,10,18681,0,6548,3,29651,21020,8871
13,GA,30568,1,2780,0,3022,1,2780,0,3022,No Campuses within 45 minutes,,,,No Campuses within 45 minutes,,,,1,2780,0,3022,No Campuses within 45 minutes,,,
13,GA,30571,7,32019,2695,7676,3,27842,942,4920,4,4177,1753,26042,5,24051,2695,9078,2,7968,0,3441,1,19874,942,5513
13,GA,30572,3,21731,1089,7312,1,19874,942,5513,2,1857,147,26562,3,21731,1089,7312,No Campuses within 45 minutes,,,,1,19874,942,5513
13,GA,30573,4,5988,1715,14721,1,2780,0,3022,3,3208,1715,24859,3,3208,1715,24859,1,2780,0,3022,No Campuses within 45 minutes,,,
13,GA,30575,10,43787,22484,9171,5,39543,21020,7518,5,4244,1464,24580,5,31877,22484,10247,5,11910,0,6293,3,29651,21020,8871
13,GA,30576,5,6957,1753,16844,1,2780,0,3022,4,4177,1753,26042,4,4177,1753,26042,1,2780,0,3022,No Campuses within 45 minutes,,,
13,GA,30577,7,13906,3140,13444,2,7968,0,3441,5,5938,3140,26866,5,5938,3140,26866,2,7968,0,3441,No Campuses within 45 minutes,,,
13,GA,30581,3,5100,1606,13305,1,2780,0,3022,2,2320,1606,25627,2,2320,1606,25627,1,2780,0,3022,No Campuses within 45 minutes,,,
13,GA,30582,1,969,38,29962,No Campuses within 45 minutes,,,,1,969,38,29962,1,969,38,29962,No Campuses within 45 minutes,,,,No Campuses within 45 minutes,,,
13,GA,30597,3,22664,2476,8460,1,19874,942,5513,2,2790,1534,29450,3,22664,2476,8460,No Campuses within 45 minutes,,,,1,19874,942,5513
13,GA,30598,4,5988,1715,14721,1,2780,0,3022,3,3208,1715,24859,3,3208,1715,24859,1,2780,0,3022,No Campuses within 45 minutes,,,
13,GA,30601,4,14051,10510,9935,2,12818,10510,8801,2,1233,0,21721,2,8996,10510,12949,2,5055,0,4571,1,8168,10510,12068
13,GA,30602,3,13223,10510,9202,2,12818,10510,8801,1,405,0,21895,1,8168,10510,12068,2,5055,0,4571,1,8168,10510,12068
13,GA,30605,4,14051,10510,9935,2,12818,10510,8801,2,1233,0,21721,2,8996,10510,12949,2,5055,0,4571,1,8168,10510,12068
13,GA,30606,4,13380,10510,9316,2,12818,10510,8801,2,562,0,21058,1,8168,10510,12068,3,5212,0,5003,1,8168,10510,12068
13,GA,30607,4,14051,10510,9935,2,12818,10510,8801,2,1233,0,21721,2,8996,10510,12949,2,5055,0,4571,1,8168,10510,12068
13,GA,30609,3,13223,10510,9202,2,12818,10510,8801,1,405,0,21895,1,8168,10510,12068,2,5055,0,4571,1,8168,10510,12068
13,GA,30619,3,13223,10510,9202,2,12818,10510,8801,1,405,0,21895,1,8168,10510,12068,2,5055,0,4571,1,8168,10510,12068
13,GA,30620,21,59597,26986,10177,6,42237,21020,7182,15,17360,5966,17464,6,40099,26986,10362,15,19498,0,9797,3,29651,21020,8871
13,GA,30621,5,17424,10510,10691,3,16050,10510,7705,2,1374,0,45572,1,8168,10510,12068,4,9256,0,9476,1,8168,10510,12068
13,GA,30622,9,35924,10549,7574,5,34069,10510,6011,4,1855,39,36291,3,21807,10549,7621,6,14117,0,7502,2,21483,10510,7655
13,GA,30623,5,17424,10510,10691,3,16050,10510,7705,2,1374,0,45572,1,8168,10510,12068,4,9256,0,9476,1,8168,10510,12068
13,GA,30624,3,13646,10510,9580,2,12818,10510,8801,1,828,0,21636,2,8996,10510,12949,1,4650,0,3062,1,8168,10510,12068
13,GA,30625,4,12010,1714,10621,3,11041,1714,6685,1,969,0,55468,1,6046,1714,9524,3,5964,0,11732,1,6046,1714,9524
13,GA,30627,4,14051,10510,9935,2,12818,10510,8801,2,1233,0,21721,2,8996,10510,12949,2,5055,0,4571,1,8168,10510,12068
13,GA,30628,4,14051,10510,9935,2,12818,10510,8801,2,1233,0,21721,2,8996,10510,12949,2,5055,0,4571,1,8168,10510,12068
13,GA,30629,4,14051,10510,9935,2,12818,10510,8801,2,1233,0,21721,2,8996,10510,12949,2,5055,0,4571,1,8168,10510,12068
13,GA,30630,4,14051,10510,9935,2,12818,10510,8801,2,1233,0,21721,2,8996,10510,12949,2,5055,0,4571,1,8168,10510,12068
13,GA,30633,4,14051,10510,9935,2,12818,10510,8801,2,1233,0,21721,2,8996,10510,12949,2,5055,0,4571,1,8168,10510,12068
13,GA,30634,3,13646,10510,9580,2,12818,10510,8801,1,828,0,21636,2,8996,10510,12949,1,4650,0,3062,1,8168,10510,12068
13,GA,30635,5,17423,11705,14455,2,12818,10510,8801,3,4605,1195,30192,4,12773,11705,18602,1,4650,0,3062,1,8168,10510,12068
13,GA,30639,2,5478,0,5869,1,4650,0,3062,1,828,0,21636,1,828,0,21636,1,4650,0,3062,No Campuses within 45 minutes,,,
13,GA,30641,6,18393,10510,10939,3,16050,10510,7705,3,2343,0,33094,1,8168,10510,12068,5,10225,0,10038,1,8168,10510,12068
13,GA,30642,3,11805,10510,10021,2,11400,10510,9599,1,405,0,21895,1,8168,10510,12068,2,3637,0,5424,1,8168,10510,12068
13,GA,30643,4,5782,1374,27125,No Campuses within 45 minutes,,,,4,5782,1374,27125,4,5782,1374,27125,No Campuses within 45 minutes,,,,No Campuses within 45 minutes,,,
13,GA,30646,4,14051,10510,9935,2,12818,10510,8801,2,1233,0,21721,2,8996,10510,12949,2,5055,0,4571,1,8168,10510,12068
